"","X","X2010.01.31","X2010.02.28","X2010.03.31","X2010.04.30","X2010.05.31","X2010.06.30","X2010.07.31","X2010.08.31","X2010.09.30","X2010.10.31","X2010.11.30","X2010.12.31","X2011.01.31","X2011.02.28","X2011.03.31","X2011.04.30","X2011.05.31","X2011.06.30","X2011.07.31","X2011.08.31","X2011.09.30","X2011.10.31","X2011.11.30","X2011.12.31","X2012.01.31","X2012.02.29","X2012.03.31","X2012.04.30","X2012.05.31","X2012.06.30","X2012.07.31","X2012.08.31","X2012.09.30","X2012.10.31","X2012.11.30","X2012.12.31","X2013.01.31","X2013.02.28","X2013.03.31","X2013.04.30","X2013.05.31","X2013.06.30","X2013.07.31","X2013.08.31","X2013.09.30","X2013.10.31","X2013.11.30","X2013.12.31","X2014.01.31","X2014.02.28","X2014.03.31","X2014.04.30","X2014.05.31","X2014.06.30","X2014.07.31","X2014.08.31","X2014.09.30","X2014.10.31","X2014.11.30","X2014.12.31","X2015.01.31","X2015.02.28","X2015.03.31","X2015.04.30","X2015.05.31","X2015.06.30","X2015.07.31","X2015.08.31","X2015.09.30","X2015.10.31","X2015.11.30","X2015.12.31","X2016.01.31","X2016.02.29","X2016.03.31","X2016.04.30","X2016.05.31","X2016.06.30","X2016.07.31","X2016.08.31","X2016.09.30","X2016.10.31","X2016.11.30","X2016.12.31","X2017.01.31","X2017.02.28","X2017.03.31","X2017.04.30","X2017.05.31","X2017.06.30","X2017.07.31","X2017.08.31","X2017.09.30","X2017.10.31","X2017.11.30","X2017.12.31","X2018.01.31","X2018.02.28","X2018.03.31","X2018.04.30","X2018.05.31","X2018.06.30","X2018.07.31","X2018.08.31","X2018.09.30","X2018.10.31","X2018.11.30","X2018.12.31","X2019.01.31","X2019.02.28","X2019.03.31","X2019.04.30","X2019.05.31","X2019.06.30","X2019.07.31","X2019.08.31","X2019.09.30","X2019.10.31","X2019.11.30","X2019.12.31","X2020.01.31","X2020.02.29","X2020.03.31","X2020.04.30","X2020.05.31","X2020.06.30","X2020.07.31","X2020.08.31","X2020.09.30","X2020.10.31","X2020.11.30","X2020.12.31","X2021.01.31","X2021.02.28","X2021.03.31","County","Zip","State","City","Population_density","Crime_rate_Per1000","School_ranking","crime_rate","label_density"
"131",130,385738,385545,383619,382311,382203,379780,376895,371052,368781,364314,365446,364101,363095,359473,357768,356162,355207,351572,349297,349192,347305,346559,342990,342205,340962,341071,341301,341464,341850,344248,347981,354374,360132,363023,363878,365349,369167,373456,378700,385253,391764,398145,403201,404911,409234,415712,425012,430732,434333,437417,438371,437488,437091,437286,436886,436403,435070,434882,434482,434998,436237,437164,438069,439235,439420,439716,439518,440798,441741,442669,442033,442734,442622,442832,442588,442508,442548,442003,442456,442859,442672,442482,443449,444162,444644,444256,445681,447150,448954,450865,452176,453878,456100,458393,459260,459926,460834,463825,465504,467554,469586,471696,472754,472159,471756,470451,471680,471969,475290,476552,478369,478388,478424,479044,480828,482261,482405,483861,484336,487529,488244,489828,490910,493447,497022,500499,504191,509464,516209,523039,530401,536927,544752,553541,563772,"Riverside County",92253,"CA","La Quinta",1131.5,33.31,2.33333333333333,1,4
"132",131,401657,399532,398044,395497,393282,385607,378697,372812,370765,367308,363648,359481,356024,353378,350793,349613,346468,346561,346480,347788,345071,343500,343794,344610,346053,346566,346457,347058,348618,353542,357751,359985,362793,367068,372966,381482,388656,398205,407997,419451,430960,437841,443617,452213,463823,474623,481288,484022,487719,487706,490000,489297,491996,495717,504850,508879,511532,512747,519494,525931,532749,541203,550335,558164,562731,566767,569177,574612,579123,583812,585303,591465,597620,606717,612532,621060,629423,637904,645001,652158,661740,670988,680123,686634,694675,699569,703655,706108,710180,715957,723340,733837,743502,751313,759280,767187,773992,782135,791293,802276,812837,822979,829133,830227,830516,834819,840243,842693,844255,839943,836796,836703,845402,860357,861526,859348,847454,849126,850858,855413,857030,860598,869719,876471,876709,869992,875308,885209,903188,909424,914869,919641,927547,937038,941815,"Los Angeles County",90006,"CA","Los Angeles",8335.9,21.28,2.21276595744681,3,1
"133",132,214037,213898,213210,212669,213266,212345,210892,207662,206461,204302,204408,203569,202340,200309,198893,197622,196751,194639,193514,192841,191334,190246,188450,188030,187471,187528,187681,187950,187961,189145,190599,193654,196988,199168,200436,201234,203620,206160,209541,213477,218130,222953,227898,231775,235374,239992,245455,250668,254704,258604,261546,263055,264284,265509,266299,266676,267276,268435,269662,270662,271924,273022,273689,275299,276426,277909,278781,280473,282575,284229,285296,286955,288415,290175,291828,293395,295216,296532,298720,300642,301616,302846,304421,306153,307440,308038,309881,311678,313806,315976,317470,319230,321369,323741,325313,326507,327853,330725,332790,334973,337047,338902,340721,341370,342411,341960,343161,343333,345882,347061,348721,349164,349230,349971,350817,351566,351341,352673,352865,354968,355185,356215,356714,358155,360621,362926,365622,369311,373946,378501,383813,388772,394649,401005,408469,"Riverside County",92223,"CA","Beaumont",1334.4,23.57,1.66666666666667,2,4
"134",133,449125,448034,454787,456866,459711,453032,450027,448964,452148,451500,445187,438926,434981,430375,425614,421493,416887,417748,416625,417795,413261,409103,409963,409176,408630,409767,411579,416771,421179,426767,433457,438462,445209,454096,463565,473994,483485,491330,500657,509630,521108,531475,539996,549011,556786,565095,566603,572820,580176,591523,595980,598540,597190,597308,600623,604351,610622,613337,620531,622955,624251,624053,629402,632439,644767,651176,658790,660300,664136,669660,673867,678925,684069,687036,689946,696461,695032,696600,694322,700244,700632,702507,703710,707572,710551,715272,716544,719333,720891,725273,729392,737377,750164,763249,776137,787967,801315,814013,825881,831202,841806,849924,858539,851951,840194,828331,818543,806597,791841,779851,772404,774099,781210,785666,787333,783818,786391,786128,788256,790266,797991,807422,817300,821860,818659,817589,818868,830044,837923,847862,854901,863125,867854,870170,870530,"Santa Clara County",95020,"CA","Gilroy",3247.1,28.35,2.75,2,3
"135",134,262310,258810,256492,255787,257683,256650,255351,252140,249908,248837,247394,246825,247711,248602,247842,246148,243686,244157,244233,244311,243514,242488,243579,243629,243380,242905,243316,244506,245544,246051,247029,247617,248900,250924,253055,256909,259911,264290,268349,273854,279270,285498,290996,297884,303816,309253,312624,314279,316678,317763,318972,318461,319015,319441,321344,321842,322572,322834,324572,326549,329168,332112,335491,337949,340882,343197,345345,347612,350191,353654,356971,361570,364845,368431,370884,375295,378016,381324,383777,387401,391193,394256,395845,396075,397978,399932,403108,404912,407794,409841,412140,414194,416254,417588,421266,425788,430317,433826,437008,439708,442697,445124,447580,447717,447878,449319,449985,449671,448252,446587,444635,445115,447795,451686,453226,454848,457240,460276,462636,465127,468939,474337,480354,484900,487558,489919,494457,500451,506108,511074,516789,523048,529045,534494,540068,"Los Angeles County",90255,"CA","Huntington Park",19603.1,30.58,2.55555555555556,2,1
"136",135,561829,557347,554583,554876,559394,558157,553576,549613,548971,549291,545885,545091,545547,550549,551205,552973,547294,545896,544763,543652,541785,537805,544278,549109,550002,542802,538256,536160,538906,540134,542280,540677,539932,543838,546746,552125,559516,574319,587742,598711,607905,618210,628987,641707,653630,658454,663030,664813,672028,674790,678196,680339,685564,692962,704473,713966,720470,728143,736219,746212,752817,760428,771850,780703,790195,792714,791971,793494,800566,811581,816916,822080,825054,832609,835951,844964,847804,854560,861045,871414,880080,887752,896781,907191,917650,922384,927646,935011,945155,954797,957759,958532,961167,967898,981423,992751,1003255,1013994,1026031,1030475,1037263,1045497,1054880,1061649,1061709,1063416,1063646,1066282,1076124,1078946,1076283,1076771,1087273,1097848,1105419,1106135,1114801,1123301,1130811,1136893,1140376,1147275,1154613,1160135,1158475,1158355,1162031,1173701,1183203,1192212,1202089,1213304,1224093,1237339,1254413,"Los Angeles County",90028,"CA","Los Angeles",8335.9,21.28,2.21276595744681,3,1
"137",136,1596936,1615435,1615214,1619764,1620227,1629099,1621135,1627534,1631150,1635032,1620245,1594343,1573903,1559426,1561183,1563861,1561620,1545959,1540580,1528137,1525547,1525859,1540807,1560214,1571448,1591822,1611493,1629932,1646784,1674643,1714300,1754153,1788973,1805199,1811632,1816765,1840169,1851926,1866746,1886610,1924164,1961827,1988338,2020957,2044997,2072157,2099929,2145865,2192768,2245715,2282489,2310238,2323917,2327778,2335929,2359341,2392710,2431535,2465571,2477890,2477252,2475421,2490138,2517787,2536635,2572965,2609346,2610158,2603098,2596243,2610357,2636074,2676151,2699210,2706301,2684285,2687891,2676887,2662491,2655592,2676417,2701926,2733675,2743683,2744949,2742876,2749517,2786936,2831361,2872050,2902106,2935500,2953246,2975000,2988551,3021933,3047210,3091257,3148211,3200745,3222002,3264145,3335348,3417944,3483927,3523520,3546129,3546310,3564692,3574564,3584593,3576990,3617688,3650810,3684972,3679790,3682908,3712726,3746993,3793266,3806205,3825438,3822159,3824077,3797028,3770076,3726835,3705018,3686889,3658144,3632247,3600454,3582366,3555048,3536268,"San Francisco County",94115,"CA","San Francisco",18132.6,53.03,2.5,1,1
"138",137,189096,190751,191391,193142,194275,194169,192781,192548,193859,194407,195369,194297,193160,190364,188445,186861,186868,186060,186455,186146,185120,183734,181956,181561,181159,181519,181782,181690,181250,182040,184035,187202,190764,193119,195108,197070,200430,204316,209050,214161,219181,223847,227046,229007,230238,233429,237817,241899,244224,246051,246687,247043,247626,248427,248940,249214,250217,251889,253282,254416,256101,257725,259480,261184,262795,264608,266580,269257,271785,273122,273703,274588,275662,276894,277846,278579,279052,279153,279772,280592,281056,281826,283009,284506,285679,286365,287855,289594,291784,293991,295464,296876,298674,301030,302772,304382,306059,308934,311226,313736,315826,317810,319149,319836,320531,320738,322640,323693,326556,328242,330522,331605,332563,334051,336187,338023,339119,341126,342212,345078,345845,347389,348095,350063,352861,355684,358857,363061,368279,373415,379124,384503,391356,398779,407585,"Riverside County",92234,"CA","Cathedral City",2482.2,22.37,1.5,3,4
"139",138,461792,464549,469095,469337,468375,462762,459978,460155,462486,463864,461578,456982,449976,445485,440261,437807,434359,432648,429996,425980,422337,417602,413708,408841,404350,398087,395495,394616,395426,395531,394890,397270,400095,405579,411320,417921,425281,434847,442520,449762,456234,464989,476595,484344,491550,496267,500122,505653,510421,515445,518376,519953,521402,521352,519892,518038,516567,516751,518680,520244,521692,523017,523662,525202,527482,530359,531693,534912,538086,542304,546713,549959,552074,551803,555249,558295,560929,562912,568681,573864,578171,579792,580673,581219,583388,588110,590669,595428,598950,602345,600315,597839,596718,598321,600843,604730,608414,610999,613509,611874,611985,614100,618858,623927,625997,626943,626452,625388,625016,625750,626886,629212,629848,629813,626737,624436,622007,623161,623087,625814,626805,627029,626542,628038,631547,634725,640541,646421,654389,660528,669093,676481,686091,697225,710202,"Ventura County",93003,"CA","Ventura",NA,NA,3.5,5,5
"140",139,304569,303951,306031,309147,311712,313367,314058,315362,316631,316471,313915,312590,312737,315028,314453,311413,309145,306693,304355,300914,298701,297881,298544,297316,295727,292824,291902,293228,294559,295559,296119,297195,299556,301839,305249,309577,314392,319064,324198,330038,337525,345596,355064,363800,373034,381174,388229,394018,399685,406140,410560,412505,413355,413847,413979,414852,413571,414212,413227,414401,414118,415930,417482,420027,421012,423033,425294,427160,429984,431400,434446,435584,437336,437051,438576,439893,442837,443679,445063,445939,447752,449361,450308,452146,454742,458281,460593,463731,464783,468267,469616,473369,474649,477397,480924,484618,487535,489112,490926,492297,495572,497947,500765,501564,503836,504984,504887,504341,504778,505398,505938,506417,509549,512266,513870,513332,512620,513123,514930,516502,518186,521229,524957,529193,530128,532421,536274,542820,549845,556753,563717,571692,579982,588142,596745,"San Bernardino County",91786,"CA","Upland",4853,28.57,2,2,2
"141",140,213387,212676,213171,213085,214149,212826,211443,210295,209195,208775,206299,204068,202877,201349,200141,198082,195648,193535,192340,192462,192728,192278,192484,192950,193518,194672,194779,196798,198889,201748,203534,204770,207048,210125,213685,216767,219993,224077,229152,233217,238425,244359,250532,256235,260179,264167,267651,271846,275048,276772,278236,279939,279897,278819,278689,278451,279451,279733,280766,280639,280261,280230,280352,280474,281279,281488,280855,281072,280967,280825,280208,280061,280359,280735,280485,280408,279823,280163,280547,280400,279958,280623,281235,282091,283064,283804,284914,284974,285534,286362,287728,289234,291038,291206,292180,292441,292659,293049,293425,295416,297293,297908,297468,296828,296602,297957,297782,298547,299764,301162,301929,301825,303116,305318,306852,308046,308604,309277,310348,310514,310845,311619,314761,317844,319807,321386,324153,327480,331244,334626,338516,343063,347514,351770,354728,"Kern County",93312,"CA","Bakersfield",2473.3,39.72,2.08695652173913,1,4
"142",141,980213,982239,985097,990295,1005047,1004696,1001737,993122,986268,980300,971162,972019,973228,976900,974153,972902,963619,964806,964522,973908,980661,988094,994126,994355,997184,1001247,1009261,1015891,1024311,1032570,1042425,1039439,1041712,1049452,1066006,1084271,1096872,1117783,1137950,1167365,1193411,1221278,1245369,1276228,1299710,1314716,1326718,1340667,1360407,1367395,1374006,1375270,1381361,1384057,1388891,1396106,1405836,1423204,1440249,1456295,1474556,1496893,1522344,1535343,1551362,1567414,1589866,1607681,1630878,1653809,1677563,1697484,1711047,1724272,1737148,1763643,1786184,1809130,1827422,1852944,1878730,1898796,1910708,1924116,1946690,1970188,1989997,2007845,2031582,2056789,2077988,2095837,2113309,2134414,2165058,2200932,2231547,2264227,2298643,2326025,2348396,2368520,2397952,2420513,2436752,2450055,2463570,2467772,2466170,2454170,2449341,2461744,2494894,2534018,2562191,2581563,2593229,2615518,2643519,2678188,2705657,2734388,2766184,2792923,2800205,2797973,2799544,2811161,2830591,2839504,2838470,2832120,2832233,2833295,2824909,"Los Angeles County",90024,"CA","Los Angeles",8335.9,21.28,2.21276595744681,3,1
"143",142,334492,335328,336801,339822,340367,340758,339232,339316,337981,335676,333112,331854,330196,328703,326168,325135,324176,323609,322051,319756,317981,317241,316747,315081,314696,314540,315252,314431,315117,316449,318126,320039,322916,327227,331359,337461,341728,345846,351155,358180,365821,373797,382319,391577,396789,400286,402679,405406,410501,416540,417519,417151,414799,414996,415675,414524,416116,417324,420844,421496,420146,419734,424504,428840,432932,433247,434033,435288,437159,439395,441530,445383,451626,453641,452731,452439,453696,457207,459005,463601,467494,471831,474546,476912,476740,479687,484314,490299,496103,499793,503024,504022,506673,509877,512813,516026,521983,527340,530551,529621,528878,529642,531893,534030,534289,533938,533306,532722,529685,527694,526734,530229,533301,537136,539698,540830,540652,540225,541642,543813,547243,550758,555142,558513,562141,564873,568527,574252,582122,590895,599016,607098,615643,624386,633170,"San Diego County",92057,"CA","Oceanside",4220.4,22.88,2.625,3,3
"144",143,596074,596596,597365,602713,606383,608456,603426,599827,595397,591286,584856,579896,577855,577389,576069,572147,566371,563257,562545,561305,556684,553700,552835,554000,550819,547277,545526,545337,548200,549899,556158,563865,572943,580199,584706,588560,598016,609980,624847,636324,647386,656267,659937,662481,665447,670757,678057,685233,689536,689878,684685,682759,680662,681718,682173,682626,684635,685933,688353,689489,690908,694352,698959,704168,706356,709045,713672,719098,724261,727922,728961,732928,735092,738670,740640,741361,745414,746582,750034,752279,753045,753950,757632,759493,764414,765994,770508,773566,776395,781056,782632,784923,788932,794429,800306,806741,811535,816779,820374,825934,830849,836520,840841,842416,840335,839651,838928,838268,835761,833582,831756,831640,835733,840234,844966,846034,849841,851628,853921,854202,858385,864594,872527,878243,881131,883078,886640,894839,902818,911852,920821,931809,941394,949881,957879,"Orange County",92708,"CA","Fountain Valley",6285.7,17.94,2.66666666666667,4,2
"145",144,431365,432432,435963,437135,437899,434026,431043,430433,432004,433170,432052,429136,424984,422328,417658,415172,411700,411252,410313,406780,403267,398863,396906,394067,391795,387776,387426,387056,389228,388893,388315,389551,391670,395919,400262,405169,410225,417640,423663,430392,436000,444621,455443,463791,470731,475361,478258,483199,487584,492140,495112,496264,496965,496374,493887,492916,491771,493451,495234,496600,498511,500675,501667,503081,505259,508244,511137,514356,518018,521124,525474,528967,530483,529376,531682,535058,537500,538487,541253,544270,547552,549483,551068,551284,553068,557051,559449,562781,565272,568858,569033,568180,567697,569141,571321,575195,579809,583787,587210,586006,587078,589291,593970,598739,600463,600545,599725,598304,596667,595609,596166,599790,601252,601486,600070,599526,598266,598681,599046,602998,605311,607142,607265,608855,610985,614154,618585,623100,630242,637222,645304,651406,659715,669234,680705,"Ventura County",93063,"CA","Simi Valley",3052.5,12.78,2.61111111111111,4,4
"146",145,576438,579306,582344,586823,585779,583059,577519,575194,570901,564997,558374,556827,554308,551600,547977,547653,546426,543172,538741,532521,529350,528465,530092,529377,531594,532965,535672,534640,538340,543543,549129,557520,564898,573259,577048,585264,591084,597918,606595,618267,628199,637057,646952,655614,659575,659976,662024,663679,668406,674857,673992,671448,667045,667850,672330,669171,670320,668315,673888,673881,671269,670007,676427,680769,684978,684287,681631,682743,684284,689632,691610,697254,707598,712086,711157,712310,714954,720762,716717,718561,719997,730658,738256,744870,744992,747668,753386,761336,770797,775898,786029,792789,802962,807729,812687,819811,828436,838594,845655,849187,851624,857029,870239,882669,890711,893427,895489,896245,897266,898569,901376,905586,910967,917642,919850,918257,914432,911814,910812,912873,920529,928383,937449,944712,952799,958665,963625,972955,985852,1001965,1017641,1031526,1040992,1050275,1059082,"San Diego County",92103,"CA","San Diego",4208.9,19.59,2.98245614035088,3,3
